jugg_price_rank,internal_player_id,fantasypros_id,player_name,position,nfl_team,expected_jugg_price_if_drafted,price_range_low,price_range_high,range_basis,espn_salary_cap_value,adp_espn,adp_yahoo,projected_points_jugg,prior_jugg_salary,missing_inputs
451,nfl:gsis:00-0033119,15642,Jacoby Brissett,QB,ARI,1.3,1.0,6.1,historical_forward_error_p80:QB,0,,,251.825,,adp_espn;adp_yahoo;prior_jugg_salary
452,nfl:gsis:00-0041547,27331,KC Concepcion,WR,CLE,1.3,1.0,7.9,historical_forward_error_p80:WR,1,144.0,183.0,99.637,,prior_jugg_salary
453,nfl:gsis:00-0035228,18600,Kyler Murray,QB,MIN,1.3,1.0,6.2,historical_forward_error_p80:QB,1,142.0,113.0,303.667,2,
454,nfl:gsis:00-0038563,25337,Tre Tucker,WR,LV,1.3,1.0,8.0,historical_forward_error_p80:WR,1,189.0,,92.049,,adp_yahoo;prior_jugg_salary
455,nfl:gsis:00-0034855,17237,Baker Mayfield,QB,TB,1.2,1.0,6.0,historical_forward_error_p80:QB,1,145.0,152.0,307.711,3,
456,nfl:gsis:00-0033921,16406,Chris Godwin Jr.,WR,TB,1.2,1.0,7.8,historical_forward_error_p80:WR,1,141.0,93.0,107.943,1,
457,nfl:def:CLE,8070,Cleveland Browns,DEF,CLE,1.2,1.0,3.0,historical_forward_error_p80:DEF,1,151.0,207.0,101.11,1,
458,nfl:gsis:00-0039855,23179,Jalen McMillan,WR,TB,1.2,1.0,7.9,historical_forward_error_p80:WR,1,191.0,174.0,87.23,,prior_jugg_salary
459,nfl:def:SEA,8260,Seattle Seahawks,DEF,SEA,1.2,1.0,3.0,historical_forward_error_p80:DEF,1,101.0,107.0,114.86,1,
460,nfl:gsis:00-0040899,28507,Trey Smack,K,GB,1.2,1.0,3.7,historical_forward_error_p80:K,,192.0,185.0,126.86,,espn_salary_cap_value;prior_jugg_salary
461,nfl:gsis:00-0037746,20094,Brian Robinson Jr.,RB,ATL,1.1,1.0,7.2,historical_forward_error_p80:RB,1,172.0,130.0,86.168,2,
462,nfl:def:CAR,8040,Carolina Panthers,DEF,CAR,1.1,1.0,2.9,historical_forward_error_p80:DEF,,232.0,,86.54,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
463,nfl:gsis:00-0037525,22969,Jordan Mason,RB,MIN,1.1,1.0,7.2,historical_forward_error_p80:RB,2,139.0,120.0,130.662,1,
464,nfl:gsis:00-0032726,15756,Ka'imi Fairbairn,K,HOU,1.1,1.0,3.5,historical_forward_error_p80:K,1,124.0,123.0,144.06,1,
465,nfl:def:KC,8150,Kansas City Chiefs,DEF,KC,1.1,1.0,2.9,historical_forward_error_p80:DEF,0,166.0,206.0,93.17,1,
466,nfl:gsis:00-0040737,23091,Terrance Ferguson,TE,LAR,1.1,1.0,6.0,historical_forward_error_p80:TE,2,174.0,145.0,83.135,,prior_jugg_salary
467,nfl:gsis:00-0023459,9001,Aaron Rodgers,QB,PIT,1.0,1.0,5.8,historical_forward_error_p80:QB,0,204.0,119.0,245.2,1,
468,nfl:gsis:00-0039890,24357,Adonai Mitchell,WR,NYJ,1.0,1.0,7.7,historical_forward_error_p80:WR,1,,,74.125,1,adp_espn;adp_yahoo
469,nfl:gsis:00-0038658,23040,Adrian Martinez,QB,SF,1.0,1.0,5.8,historical_forward_error_p80:QB,,,,10.3,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
470,nfl:gsis:00-0038579,24330,Aidan O'Connell,QB,LV,1.0,1.0,5.8,historical_forward_error_p80:QB,,,,0.0,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
471,nfl:gsis:00-0033906,16421,Alvin Kamara,RB,NO,1.0,1.0,7.1,historical_forward_error_p80:RB,1,157.0,146.0,87.729,14,
472,nfl:gsis:00-0038619,25335,Andrei Iosivas,WR,CIN,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,51.826,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
473,nfl:gsis:00-0039816,26404,Anthony Gould,WR,IND,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,0.0,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
474,nfl:def:ARI,8000,Arizona Cardinals,DEF,ARI,1.0,1.0,2.8,historical_forward_error_p80:DEF,,233.0,,90.14,1,espn_salary_cap_value;adp_yahoo
475,nfl:gsis:00-0035021,18656,Ashton Dulin,WR,IND,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,46.639,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
476,nfl:gsis:00-0041123,23146,Behren Morton,QB,NE,1.0,1.0,5.8,historical_forward_error_p80:QB,,,,10.62,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
477,nfl:gsis:00-0040530,27798,Ben Sauls,K,NYG,1.0,1.0,3.5,historical_forward_error_p80:K,,229.0,,58.49,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
478,nfl:gsis:00-0040398,27161,Brady Cook,QB,NYJ,1.0,1.0,5.8,historical_forward_error_p80:QB,,,,5.45,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
479,nfl:gsis:00-0038840,25631,Brycen Tremayne,WR,CAR,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,4.507,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
480,nfl:def:BUF,8030,Buffalo Bills,DEF,BUF,1.0,1.0,2.8,historical_forward_error_p80:DEF,,198.0,189.0,106.65,2,espn_salary_cap_value
481,nfl:gsis:00-0039163,23071,C.J. Stroud,QB,HOU,1.0,1.0,5.8,historical_forward_error_p80:QB,0,173.0,143.0,284.335,12,
482,nfl:gsis:00-0041056,24361,Cade Klubnik,QB,NYJ,1.0,1.0,5.8,historical_forward_error_p80:QB,,289.0,,10.304,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
483,nfl:gsis:00-0034837,17258,Calvin Ridley,WR,TEN,1.0,1.0,7.7,historical_forward_error_p80:WR,1,188.0,,101.477,2,adp_yahoo
484,nfl:gsis:00-0039409,26475,Cam Little,K,JAX,1.0,1.0,3.5,historical_forward_error_p80:K,1,133.0,171.0,131.47,1,
485,nfl:gsis:00-0040676,24755,Cam Ward,QB,TEN,1.0,1.0,5.8,historical_forward_error_p80:QB,0,200.0,142.0,252.263,,prior_jugg_salary
486,nfl:gsis:00-0041561,22953,Carson Beck,QB,ARI,1.0,1.0,5.8,historical_forward_error_p80:QB,0,246.0,,25.434,,adp_yahoo;prior_jugg_salary
487,nfl:def:CHI,8050,Chicago Bears,DEF,CHI,1.0,1.0,2.8,historical_forward_error_p80:DEF,,205.0,160.0,104.97,1,espn_salary_cap_value
488,nfl:gsis:00-0040705,27315,Chimere Dike,WR,TEN,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,51.389,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
489,nfl:gsis:00-0037324,24575,Chris Oladokun,QB,KC,1.0,1.0,5.8,historical_forward_error_p80:QB,,,,10.72,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
490,nfl:gsis:00-0040891,28302,Cole Payton,QB,PHI,1.0,1.0,5.8,historical_forward_error_p80:QB,,,,10.2,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
491,nfl:gsis:00-0033908,16433,Cooper Kupp,WR,SEA,1.0,1.0,7.7,historical_forward_error_p80:WR,0,199.0,127.0,77.755,1,
492,nfl:gsis:00-0040890,28424,Cyrus Allen,WR,KC,1.0,1.0,7.7,historical_forward_error_p80:WR,,211.0,,27.661,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
493,nfl:def:DAL,8080,Dallas Cowboys,DEF,DAL,1.0,1.0,2.8,historical_forward_error_p80:DEF,,175.0,162.0,95.58,1,espn_salary_cap_value
494,nfl:gsis:00-0035710,18232,Daniel Jones,QB,IND,1.0,1.0,5.8,historical_forward_error_p80:QB,1,158.0,156.0,298.074,1,
495,nfl:gsis:00-0037093,24570,Dareke Young,WR,LV,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,0.0,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
496,nfl:gsis:00-0035535,18706,Darius Slayton,WR,NYG,1.0,1.0,7.7,historical_forward_error_p80:WR,0,,,64.425,1,adp_espn;adp_yahoo
497,nfl:gsis:00-0036309,19810,Darnell Mooney,WR,NYG,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,42.133,9,espn_salary_cap_value;adp_espn;adp_yahoo
498,nfl:gsis:00-0041035,28138,De'Zhaun Stribling,WR,SF,1.0,1.0,7.7,historical_forward_error_p80:WR,1,152.0,137.0,100.123,,prior_jugg_salary
499,nfl:gsis:00-0038621,25304,DeMario Douglas,WR,NE,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,38.608,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
500,nfl:gsis:00-0035719,18244,Deebo Samuel Sr.,WR,SF,1.0,1.0,7.7,historical_forward_error_p80:WR,2,128.0,157.0,110.547,3,
501,nfl:gsis:00-0038573,25334,Derius Davis,WR,LAC,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,6.831,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
502,nfl:gsis:00-0033537,16398,Deshaun Watson,QB,CLE,1.0,1.0,5.8,historical_forward_error_p80:QB,0,,,162.508,5,adp_espn;adp_yahoo
503,nfl:gsis:00-0038122,20080,Desmond Ridder,QB,FA,1.0,1.0,5.8,historical_forward_error_p80:QB,,,,6.57,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
504,nfl:gsis:00-0036331,19270,Devin Duvernay,WR,ARI,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,0.0,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
505,nfl:gsis:00-0041565,24345,Drew Allar,QB,PIT,1.0,1.0,5.8,historical_forward_error_p80:QB,,240.0,,10.309,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
506,nfl:gsis:00-0035704,18225,Drew Lock,QB,SEA,1.0,1.0,5.8,historical_forward_error_p80:QB,,318.0,,10.936,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
507,nfl:gsis:00-0036567,22813,Elijah Mitchell,RB,FA,1.0,1.0,7.1,historical_forward_error_p80:RB,,,,24.1,4,espn_salary_cap_value;adp_espn;adp_yahoo
508,nfl:gsis:00-0041562,28013,Fernando Mendoza,QB,LV,1.0,1.0,5.8,historical_forward_error_p80:QB,0,182.0,126.0,208.986,,prior_jugg_salary
509,nfl:gsis:00-0040259,27829,Gage Larvadain,WR,CLE,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,0.0,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
510,nfl:gsis:00-0026858,9232,Graham Gano,K,FA,1.0,1.0,3.5,historical_forward_error_p80:K,,,,0.0,1,espn_salary_cap_value;adp_espn;adp_yahoo
511,nfl:gsis:00-0033090,15561,Hunter Henry,TE,NE,1.0,1.0,5.9,historical_forward_error_p80:TE,2,137.0,158.0,94.764,1,
512,nfl:def:IND,8130,Indianapolis Colts,DEF,IND,1.0,1.0,2.8,historical_forward_error_p80:DEF,,,,94.32,1,espn_salary_cap_value;adp_espn;adp_yahoo
513,nfl:gsis:00-0040669,27446,Isaac TeSlaa,WR,DET,1.0,1.0,7.7,historical_forward_error_p80:WR,,,144.0,59.716,,espn_salary_cap_value;adp_espn;prior_jugg_salary
514,nfl:gsis:00-0039923,23018,J.J. McCarthy,QB,MIN,1.0,1.0,5.8,historical_forward_error_p80:QB,0,222.0,,24.245,,adp_yahoo;prior_jugg_salary
515,nfl:gsis:00-0040870,27337,Ja'Kobi Lane,WR,BAL,1.0,1.0,7.7,historical_forward_error_p80:WR,0,179.0,135.0,87.902,,prior_jugg_salary
516,nfl:gsis:00-0040729,27224,Jack Bech,WR,LV,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,38.082,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
517,nfl:gsis:00-0039365,25289,Jacob Cowing,WR,SF,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,0.0,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
518,nfl:gsis:00-0037741,23101,Jahan Dotson,WR,ATL,1.0,1.0,7.7,historical_forward_error_p80:WR,0,,,57.33,3,adp_espn;adp_yahoo
519,nfl:gsis:00-0035100,18557,Jake Browning,QB,TB,1.0,1.0,5.8,historical_forward_error_p80:QB,,,,12.32,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
520,nfl:gsis:00-0033787,16540,Jake Elliott,K,PHI,1.0,1.0,3.5,historical_forward_error_p80:K,,197.0,173.0,119.81,1,espn_salary_cap_value
521,nfl:gsis:00-0034960,18598,Jakobi Meyers,WR,JAX,1.0,1.0,7.7,historical_forward_error_p80:WR,3,103.0,165.0,110.436,1,
522,nfl:gsis:00-0036387,19219,Jalen Reagor,WR,MIA,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,2.03,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
523,nfl:gsis:00-0031503,13891,Jameis Winston,QB,NYG,1.0,1.0,5.8,historical_forward_error_p80:QB,,261.0,,13.029,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
524,nfl:gsis:00-0035264,18604,Jarrett Stidham,QB,DEN,1.0,1.0,5.8,historical_forward_error_p80:QB,,330.0,,12.319,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
525,nfl:gsis:00-0036259,19590,Jauan Jennings,WR,MIN,1.0,1.0,7.7,historical_forward_error_p80:WR,0,,155.0,85.326,1,adp_espn
526,nfl:gsis:00-0039146,23020,Jayden Reed,WR,GB,1.0,1.0,7.7,historical_forward_error_p80:WR,3,121.0,125.0,113.246,1,
527,nfl:gsis:00-0040164,27454,Jaylin Lane,WR,WAS,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,22.227,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
528,nfl:gsis:00-0036407,19201,Jerry Jeudy,WR,CLE,1.0,1.0,7.7,historical_forward_error_p80:WR,1,171.0,,90.76,3,adp_yahoo
529,nfl:gsis:00-0039710,26423,Jeshaun Jones,WR,MIN,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,0.0,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
530,nfl:gsis:00-0026158,9300,Joe Flacco,QB,CIN,1.0,1.0,5.8,historical_forward_error_p80:QB,0,282.0,,11.486,,adp_yahoo;prior_jugg_salary
531,nfl:gsis:00-0039398,25967,Joe Milton III,QB,DAL,1.0,1.0,5.8,historical_forward_error_p80:QB,,295.0,,9.226,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
532,nfl:gsis:00-0038994,23107,Jordan Addison,WR,MIN,1.0,1.0,7.7,historical_forward_error_p80:WR,4,107.0,122.0,113.737,2,
533,nfl:gsis:00-0036264,19246,Jordan Love,QB,GB,1.0,1.0,5.8,historical_forward_error_p80:QB,0,159.0,138.0,294.312,9,
534,nfl:gsis:00-0038997,24706,Josh Downs,WR,IND,1.0,1.0,7.7,historical_forward_error_p80:WR,2,115.0,110.0,94.917,1,
535,nfl:gsis:00-0026300,9326,Josh Johnson,QB,CIN,1.0,1.0,5.8,historical_forward_error_p80:QB,,,,0.0,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
536,nfl:gsis:00-0033949,16417,Joshua Dobbs,QB,DET,1.0,1.0,5.8,historical_forward_error_p80:QB,,276.0,,11.608,1,espn_salary_cap_value;adp_yahoo
537,nfl:gsis:00-0036945,19781,Justin Fields,QB,KC,1.0,1.0,5.8,historical_forward_error_p80:QB,0,269.0,,13.021,2,adp_yahoo
538,nfl:gsis:00-0039589,26626,Kameron Johnson,WR,TB,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,1.827,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
539,nfl:gsis:00-0040534,27724,Ke'Shawn Williams,WR,CIN,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,0.0,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
540,nfl:gsis:00-0030279,11616,Keenan Allen,WR,IND,1.0,1.0,7.7,historical_forward_error_p80:WR,0,190.0,,83.185,4,adp_yahoo
541,nfl:gsis:00-0033307,17066,Kendrick Bourne,WR,ARI,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,27.482,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
542,nfl:gsis:00-0038102,22722,Kenny Pickett,QB,CAR,1.0,1.0,5.8,historical_forward_error_p80:QB,,316.0,,11.203,1,espn_salary_cap_value;adp_yahoo
543,nfl:gsis:00-0041529,28067,Kevin Coleman Jr.,WR,MIA,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,19.319,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
544,nfl:gsis:00-0037261,23748,Khalil Shakir,WR,BUF,1.0,1.0,7.7,historical_forward_error_p80:WR,2,114.0,192.0,95.219,1,
545,nfl:gsis:00-0029604,11177,Kirk Cousins,QB,LV,1.0,1.0,5.8,historical_forward_error_p80:QB,0,281.0,,52.198,1,adp_yahoo
546,nfl:gsis:00-0034577,17869,Kyle Allen,QB,BUF,1.0,1.0,5.8,historical_forward_error_p80:QB,,290.0,,9.999,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
547,nfl:gsis:00-0032951,15495,Laquon Treadwell,WR,IND,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,0.0,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
548,nfl:def:LV,8220,Las Vegas Raiders,DEF,LV,1.0,1.0,2.8,historical_forward_error_p80:DEF,,227.0,,89.79,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
549,nfl:gsis:00-0041467,28144,Lewis Bond,WR,HOU,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,4.987,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
550,nfl:gsis:00-0038152,25222,Lucas Havrisik,K,FA,1.0,1.0,3.5,historical_forward_error_p80:K,,,,0.0,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
551,nfl:gsis:00-0040867,25420,Makai Lemon,WR,PHI,1.0,1.0,7.7,historical_forward_error_p80:WR,1,136.0,112.0,98.091,,prior_jugg_salary
552,nfl:gsis:00-0032268,13890,Marcus Mariota,QB,WAS,1.0,1.0,5.8,historical_forward_error_p80:QB,,,,19.97,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
553,nfl:gsis:00-0038976,23080,Marvin Mims Jr.,WR,DEN,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,42.708,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
554,nfl:gsis:00-0039623,26546,Mason Tipton,WR,NO,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,9.893,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
555,nfl:gsis:00-0035269,18545,Matt Gay,K,LV,1.0,1.0,3.5,historical_forward_error_p80:K,,209.0,,108.07,1,espn_salary_cap_value;adp_yahoo
556,nfl:gsis:00-0040667,26024,Matthew Golden,WR,GB,1.0,1.0,7.7,historical_forward_error_p80:WR,4,94.0,164.0,105.596,2,
557,nfl:def:MIA,8160,Miami Dolphins,DEF,MIA,1.0,1.0,2.8,historical_forward_error_p80:DEF,,213.0,,90.48,1,espn_salary_cap_value;adp_yahoo
558,nfl:gsis:00-0036959,23531,Michael Bandy,WR,DEN,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,0.0,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
559,nfl:gsis:00-0039917,22973,Michael Penix Jr.,QB,ATL,1.0,1.0,5.8,historical_forward_error_p80:QB,0,,,90.641,,adp_espn;adp_yahoo;prior_jugg_salary
560,nfl:gsis:00-0036252,19278,Michael Pittman Jr.,WR,PIT,1.0,1.0,7.7,historical_forward_error_p80:WR,5,78.0,124.0,109.829,8,
561,nfl:gsis:00-0038559,25333,Michael Wilson,WR,ARI,1.0,1.0,7.7,historical_forward_error_p80:WR,4,95.0,105.0,109.089,,prior_jugg_salary
562,nfl:def:MIN,8170,Minnesota Vikings,DEF,MIN,1.0,1.0,2.8,historical_forward_error_p80:DEF,,194.0,188.0,116.84,2,espn_salary_cap_value
563,nfl:def:NE,8180,New England Patriots,DEF,NE,1.0,1.0,2.8,historical_forward_error_p80:DEF,1,147.0,154.0,107.4,1,
564,nfl:def:NO,8190,New Orleans Saints,DEF,NO,1.0,1.0,2.8,historical_forward_error_p80:DEF,,,,100.88,1,espn_salary_cap_value;adp_espn;adp_yahoo
565,nfl:def:NYG,8200,New York Giants,DEF,NYG,1.0,1.0,2.8,historical_forward_error_p80:DEF,,210.0,176.0,95.34,,espn_salary_cap_value;prior_jugg_salary
566,nfl:def:NYJ,8210,New York Jets,DEF,NYJ,1.0,1.0,2.8,historical_forward_error_p80:DEF,,,,89.01,2,espn_salary_cap_value;adp_espn;adp_yahoo
567,nfl:gsis:00-0025565,9491,Nick Folk,K,ATL,1.0,1.0,3.5,historical_forward_error_p80:K,,,175.0,128.57,4,espn_salary_cap_value;adp_espn
568,nfl:gsis:00-0033319,16726,Nick Mullens,QB,JAX,1.0,1.0,5.8,historical_forward_error_p80:QB,,,,10.88,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
569,nfl:gsis:00-0036182,19747,Nick Westbrook-Ikhine,WR,IND,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,11.043,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
570,nfl:gsis:00-0038519,25772,Nikko Remigio,WR,KC,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,0.0,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
571,nfl:gsis:00-0031235,12127,Odell Beckham Jr.,WR,NYG,1.0,1.0,7.7,historical_forward_error_p80:WR,,208.0,,14.833,1,espn_salary_cap_value;adp_yahoo
572,nfl:gsis:00-0040134,27211,Pat Bryant,WR,DEN,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,44.19,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
573,nfl:def:PHI,8230,Philadelphia Eagles,DEF,PHI,1.0,1.0,2.8,historical_forward_error_p80:DEF,1,130.0,134.0,106.62,1,
574,nfl:gsis:00-0038544,23123,Quentin Johnston,WR,LAC,1.0,1.0,7.7,historical_forward_error_p80:WR,3,135.0,108.0,116.289,,prior_jugg_salary
575,nfl:gsis:00-0040234,23680,Quinn Ewers,QB,MIA,1.0,1.0,5.8,historical_forward_error_p80:QB,,319.0,,12.776,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
576,nfl:gsis:00-0037256,23891,Rachaad White,RB,WAS,1.0,1.0,7.1,historical_forward_error_p80:RB,2,129.0,128.0,125.464,18,
577,nfl:gsis:00-0037545,24687,Rashid Shaheed,WR,SEA,1.0,1.0,7.7,historical_forward_error_p80:WR,1,156.0,161.0,106.903,,prior_jugg_salary
578,nfl:gsis:00-0037077,23045,Sam Howell,QB,DAL,1.0,1.0,5.8,historical_forward_error_p80:QB,,332.0,,11.201,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
579,nfl:def:SF,8270,San Francisco 49ers,DEF,SF,1.0,1.0,2.8,historical_forward_error_p80:DEF,,195.0,159.0,88.08,2,espn_salary_cap_value
580,nfl:gsis:00-0040009,27144,Savion Williams,WR,GB,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,39.275,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
581,nfl:gsis:00-0036679,19376,Shane Buechele,QB,BUF,1.0,1.0,5.8,historical_forward_error_p80:QB,,,,13.04,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
582,nfl:gsis:00-0040668,25968,Shedeur Sanders,QB,CLE,1.0,1.0,5.8,historical_forward_error_p80:QB,0,221.0,,97.844,,adp_yahoo;prior_jugg_salary
583,nfl:gsis:00-0031588,13981,Stefon Diggs,WR,WAS,1.0,1.0,7.7,historical_forward_error_p80:WR,1,117.0,111.0,99.235,2,
584,nfl:gsis:00-0039107,23927,Stetson Bennett IV,QB,LAR,1.0,1.0,5.8,historical_forward_error_p80:QB,,320.0,,0.0,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
585,nfl:gsis:00-0038977,25361,Tank Dell,WR,HOU,1.0,1.0,7.7,historical_forward_error_p80:WR,1,161.0,,96.617,6,adp_yahoo
586,nfl:gsis:00-0041048,28130,Ted Hurst III,WR,TB,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,53.815,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
587,nfl:gsis:00-0040311,27222,Theo Wease Jr.,WR,MIA,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,31.1,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
588,nfl:gsis:00-0038476,25746,Tommy DeVito,QB,NE,1.0,1.0,5.8,historical_forward_error_p80:QB,,257.0,,11.627,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
589,nfl:gsis:00-0040648,26022,Tory Horton,WR,SEA,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,64.19,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
590,nfl:gsis:00-0040718,26034,Travis Hunter,WR,JAX,1.0,1.0,7.7,historical_forward_error_p80:WR,1,109.0,153.0,70.202,2,
591,nfl:gsis:00-0037742,22905,Treylon Burks,WR,WAS,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,29.696,1,espn_salary_cap_value;adp_espn;adp_yahoo
592,nfl:gsis:00-0039868,23092,Troy Franklin,WR,DEN,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,60.77,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
593,nfl:gsis:00-0036212,19198,Tua Tagovailoa,QB,ATL,1.0,1.0,5.8,historical_forward_error_p80:QB,0,,,180.324,1,adp_espn;adp_yahoo
594,nfl:gsis:00-0036849,20126,Tutu Atwell,WR,MIA,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,35.257,1,espn_salary_cap_value;adp_espn;adp_yahoo
595,nfl:gsis:00-0041568,25368,Ty Simpson,QB,LAR,1.0,1.0,5.8,historical_forward_error_p80:QB,,271.0,,25.989,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
596,nfl:gsis:00-0035993,19297,Tyler Huntley,QB,BAL,1.0,1.0,5.8,historical_forward_error_p80:QB,,317.0,,11.538,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
597,nfl:gsis:00-0038416,25321,Tyson Bagent,QB,CHI,1.0,1.0,5.8,historical_forward_error_p80:QB,,331.0,,12.5,,espn_salary_cap_value;adp_yahoo;prior_jugg_salary
598,nfl:gsis:00-0038117,22985,Wan'Dale Robinson,WR,TEN,1.0,1.0,7.7,historical_forward_error_p80:WR,3,105.0,187.0,99.111,,prior_jugg_salary
599,nfl:def:WAS,8310,Washington Commanders,DEF,WAS,1.0,1.0,2.8,historical_forward_error_p80:DEF,,224.0,,98.46,1,espn_salary_cap_value;adp_yahoo
600,nfl:gsis:00-0038618,25332,Xavier Hutchinson,WR,HOU,1.0,1.0,7.7,historical_forward_error_p80:WR,,,,57.22,,espn_salary_cap_value;adp_espn;adp_yahoo;prior_jugg_salary
